City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,farafangana,-22.8167,47.8333,20.8,90,7,3.03,MG,1686597731
289,kill devil hills,36.0307,-75.676,25.0,87,100,11.83,US,1686597085
290,trairi,-3.2778,-39.2689,28.4,71,12,5.49,BR,1686597701
291,shevchenko,48.5,35.0,13.55,87,98,5.47,UA,1686597732
292,yaren,-0.5472,166.916,28.2,77,55,3.24,NR,1686597732
293,ghardaia,32.4909,3.6735,35.64,12,0,6.69,DZ,1686597732
294,zhuanghe,39.7008,122.9911,16.81,83,94,1.44,CN,1686597733
295,wedi,-7.7431,110.5794,23.11,95,100,1.71,ID,1686597733
296,cooper's town,26.8667,-77.5167,27.79,76,54,7.92,BS,1686597733
297,okhotsk,59.3833,143.3,7.19,92,100,3.36,RU,1686597272
298,aras-asan,8.8908,126.3033,26.01,88,96,1.6,PH,1686597734
299,chonchi,-42.6128,-73.8092,9.51,74,18,1.56,CL,1686597734
300,kodiak,57.79,-152.4072,9.73,57,75,4.12,US,1686597734
301,soio,-6.1349,12.3689,23.39,88,100,3.67,AO,1686597735
302,sao joao da barra,-21.6403,-41.0511,28.05,76,0,5.54,BR,1686597735
303,tarauaca,-8.1614,-70.7656,26.33,87,93,0.82,BR,1686597735
304,narvik,68.4384,17.4272,9.66,78,97,4.63,NO,1686597736
305,chinchilla,-26.75,150.6333,11.94,91,0,3.92,AU,1686597736
306,businga,3.3333,20.8833,22.36,97,44,0.7,CD,1686597736
307,kirakira,-10.4544,161.9205,26.21,86,19,2.86,SB,1686597736
308,borogontsy,62.6683,131.1683,4.21,68,100,3.22,RU,1686597737
309,urangan,-25.3,152.9,17.24,88,5,3.45,AU,1686597737
310,turochak,52.2576,87.1224,10.31,96,99,1.39,RU,1686597737
311,amqui,48.4638,-67.4313,25.28,45,0,2.54,CA,1686597737
312,newman,37.3138,-121.0208,25.59,32,30,0.98,US,1686597244
313,mount isa,-20.7333,139.5,9.87,71,40,1.54,AU,1686597738
314,progreso,21.2833,-89.6667,37.06,62,0,5.82,MX,1686597738
315,malango,-2.9627,119.9001,18.98,97,74,0.75,ID,1686597308
316,sitka,57.0531,-135.33,11.94,76,75,4.12,US,1686597739
317,bandarbeyla,9.4942,50.8122,26.04,81,100,14.63,SO,1686597739
318,chamical,-30.36,-66.314,14.07,25,100,1.82,AR,1686597740
319,salekhard,66.53,66.6019,4.31,60,15,2.83,RU,1686597740
320,port alfred,-33.5906,26.891,13.99,76,100,3.13,ZA,1686597740
321,changji,44.0167,87.3167,23.44,56,0,1.0,CN,1686597740
322,mathba,22.2855,89.9629,28.9,85,100,3.45,BD,1686597740
323,vuktyl,63.8567,57.3094,6.79,63,100,2.57,RU,1686597741
324,khanty-mansiysk,61.0042,69.0019,9.06,61,0,1.0,RU,1686597741
325,launceston,-41.45,147.1667,7.86,96,75,2.57,AU,1686597741
326,ghormach,35.7306,63.7826,27.7,18,0,1.69,AF,1686597741
327,krutinka,56.0055,71.5113,9.06,70,100,3.24,RU,1686597742
328,nuuk,64.1835,-51.7216,2.34,93,75,11.18,GL,1686597742
329,ponta delgada,37.7333,-25.6667,19.4,94,75,8.75,PT,1686597743
330,terrace,54.5163,-128.6035,21.23,45,75,3.6,CA,1686597743
331,guatire,10.4762,-66.5427,29.0,87,66,1.64,VE,1686597743
332,lorengau,-2.0226,147.2712,27.58,82,24,3.99,PG,1686597743
333,trancas,-26.2314,-65.2803,12.26,24,97,2.93,AR,1686597744
334,east london,-33.0153,27.9116,15.64,67,100,8.36,ZA,1686597744
335,caleta olivia,-46.4393,-67.5281,9.89,38,17,5.31,AR,1686597744
336,thulamahashi,-24.7246,31.1994,21.28,31,97,3.55,ZA,1686597744
337,east florence,34.8095,-87.6495,24.95,65,100,4.63,US,1686597745
338,maamba,-17.3667,27.15,20.29,35,15,1.68,ZM,1686597745
339,east ballina,-28.8667,153.5833,12.67,89,8,2.27,AU,1686597745
340,klyuchi,52.2667,79.1667,16.6,83,100,5.05,RU,1686597746
341,sinabang,2.4803,96.3801,26.71,80,56,0.27,ID,1686597746
342,rudbar,30.15,62.6,33.01,13,0,4.13,AF,1686597746
343,poyarkovo,49.6,128.6833,14.83,89,49,2.49,RU,1686597746
344,kimbe,-5.5502,150.1429,24.05,93,20,1.73,PG,1686597747
345,crane,31.3974,-102.3501,36.4,11,0,8.64,US,1686597747
346,abu tij,27.0441,31.319,33.84,22,0,2.4,EG,1686597747
347,wewak,-3.5534,143.6268,26.32,88,100,3.56,PG,1686597747
348,fort mcmurray,56.7268,-111.381,21.77,40,40,3.6,CA,1686597748
349,touros,-5.1989,-35.4608,27.62,74,1,6.16,BR,1686597294
350,dudinka,69.4058,86.1778,7.57,78,96,3.94,RU,1686597748
351,murzuq,25.9155,13.9184,32.89,19,0,4.97,LY,1686597296
352,chui,-33.6971,-53.4616,12.77,50,34,5.57,UY,1686597749
353,san pedro,14.35,121.0167,25.75,94,75,0.51,PH,1686597749
354,bereznik,62.8551,42.7072,16.61,58,96,3.44,RU,1686597749
355,xilin hot,43.9667,116.0333,13.2,68,11,1.64,CN,1686597749
356,ghanzi,-21.5667,21.7833,12.97,20,0,5.03,BW,1686597750
357,danilovgrad,42.5538,19.1461,21.87,87,100,3.29,ME,1686597750
358,flin flon,54.7682,-101.865,26.91,36,100,5.66,CA,1686597272
359,north bend,43.4065,-124.2243,20.14,88,100,6.69,US,1686597750
360,broken hill,-31.95,141.4333,9.45,68,71,4.75,AU,1686597473
361,konstantinovka,49.6167,127.9833,15.48,91,24,2.88,RU,1686597751
362,merritt,50.1123,-120.7942,28.51,28,19,0.89,CA,1686597751
363,shalqar,47.8333,59.6,27.3,14,99,4.5,KZ,1686597752
364,camiri,-20.05,-63.5167,11.5,42,100,3.88,BO,1686597752
365,nurota,40.5614,65.6886,26.65,22,0,1.64,UZ,1686597752
366,portland,45.5234,-122.6762,29.15,55,20,2.57,US,1686597752
367,itupiranga,-5.1347,-49.3267,34.18,58,82,1.17,BR,1686597753
368,maloh,9.056,122.9851,27.45,78,8,1.19,PH,1686597753
369,mount pearl,47.5166,-52.7813,8.31,87,100,5.66,CA,1686597730
370,coyuca de catalan,18.3333,-100.65,41.54,22,7,0.47,MX,1686597754
371,burang,30.25,81.1667,6.54,82,56,1.22,CN,1686597754
372,omagh,54.6,-7.3,18.51,93,97,1.03,GB,1686597754
373,rengasdengklok,-6.1592,107.2981,24.96,88,97,2.51,ID,1686597754
374,villa de soto,-30.8552,-64.9995,13.0,22,100,2.86,AR,1686597754
375,kingscliff,-28.2667,153.5667,14.31,100,20,1.54,AU,1686597755
376,kapuskasing,49.4169,-82.4331,22.05,49,75,5.14,CA,1686597755
377,truth or consequences,33.1284,-107.2528,30.13,8,0,7.72,US,1686597755
378,beoumi,7.6736,-5.5764,24.36,86,20,2.05,CI,1686597755
379,tayoltita,24.0833,-105.9333,34.94,22,0,4.06,MX,1686597756
380,punta arenas,-53.15,-70.9167,7.01,70,20,12.86,CL,1686597756
381,novyy urengoy,66.0833,76.6333,3.34,72,100,8.97,RU,1686597756
382,haeju,38.0406,125.7147,15.85,83,82,0.8,KP,1686597599
383,peniche,39.3558,-9.3811,20.06,87,7,7.93,PT,1686597757
384,prince george,53.9166,-122.753,24.69,34,20,2.06,CA,1686597609
385,quang ngai,15.1167,108.8,26.14,83,100,2.1,VN,1686597757
386,tanout,14.9709,8.8879,33.48,33,4,3.16,NE,1686597269
387,copala,16.65,-98.9833,32.62,56,100,4.42,MX,1686597757
388,januaria,-15.4833,-44.3667,32.99,21,13,0.3,BR,1686597689
389,carupano,10.6678,-63.2585,28.4,74,100,4.06,VE,1686597758
390,samalut,28.3121,30.7101,33.01,23,0,3.79,EG,1686597758
391,new norfolk,-42.7826,147.0587,6.62,80,95,1.17,AU,1686597758
392,hun,29.1268,15.9477,29.77,35,0,7.56,LY,1686597759
393,tarawa,1.419,172.984,28.05,89,75,0.51,KI,1686597759
394,jacmel,18.2342,-72.5347,33.91,64,22,4.82,HT,1686597759
395,fale old settlement,-9.3852,-171.2468,28.59,76,8,6.49,TK,1686597759
396,north shore,-36.8,174.75,13.23,77,0,2.24,NZ,1686597760
397,joal-fadiout,14.1667,-16.8333,26.75,78,99,5.68,SN,1686597760
398,pale,43.8161,18.5694,13.86,100,75,1.03,BA,1686597760
399,port blair,11.6667,92.75,27.02,89,75,4.63,IN,1686597761
400,concepcion,-36.827,-73.0498,14.89,47,0,7.2,CL,1686597761
401,mogadishu,2.0371,45.3438,26.21,85,96,8.87,SO,1686597726
402,dame-marie,18.5667,-74.4167,30.04,64,8,2.4,HT,1686597761
403,cole harbour,44.6724,-63.4751,27.98,33,75,5.66,CA,1686597639
404,roma,43.2128,-75.4557,25.08,61,75,5.14,US,1686597667
405,byford,-32.2167,116.0,12.15,92,100,4.63,AU,1686597762
406,nemuro,43.3236,145.575,11.25,99,100,2.52,JP,1686597762
407,pokaran,26.9167,71.9167,35.05,37,21,8.02,IN,1686597762
408,jinghong,21.991,100.7341,22.66,98,100,0.68,CN,1686597763
409,sargatskoye,55.6101,73.4972,9.14,64,100,2.86,RU,1686597763
410,albertville,34.2676,-86.2089,25.25,63,75,4.63,US,1686597629
411,kawm umbu,24.4767,32.9463,35.78,16,0,3.79,EG,1686597321
412,hasaki,35.7333,140.8333,20.68,96,100,5.34,JP,1686597252
413,iwaki,37.05,140.8833,21.54,97,100,2.3,JP,1686597764
414,luganville,-15.5333,167.1667,23.95,89,93,2.15,VU,1686597764
415,spring creek,40.7266,-115.5859,16.89,49,26,1.58,US,1686597764
416,nova sintra,14.8667,-24.7167,21.96,83,24,8.44,CV,1686597764
417,nicoya,10.1483,-85.452,31.59,66,84,0.73,CR,1686597765
418,dwarka,22.2394,68.9678,28.94,82,100,14.5,IN,1686597765
419,whakatane,-37.9585,176.9854,8.27,99,3,4.02,NZ,1686597765
420,araripina,-7.5761,-40.4983,25.18,59,13,4.81,BR,1686597765
421,buka,40.8108,69.1986,27.44,32,92,2.15,UZ,1686597766
422,tecolots,32.5667,-114.9833,29.72,24,0,2.0,MX,1686597766
423,howrah,22.5892,88.3103,29.0,84,40,1.54,IN,1686597766
424,tumut,-35.3,148.2167,7.02,93,38,1.31,AU,1686597766
425,shihezi,44.3,86.0333,21.78,21,100,0.87,CN,1686597766
426,rizokarpaso,35.6,34.375,22.22,76,4,1.87,CY,1686597767
427,smithers,54.7804,-127.1743,21.18,35,75,2.06,CA,1686597611
428,boldumsaz,42.1282,59.671,24.97,13,1,4.46,TM,1686597767
429,aginskoye,51.1,114.53,17.94,43,36,2.29,RU,1686597767
430,boende,-0.2167,20.8667,21.92,96,100,0.44,CD,1686597767
431,ocean shores,46.9737,-124.1563,25.81,81,0,4.63,US,1686597633
432,suva,-18.1416,178.4415,21.71,100,75,1.03,FJ,1686597768
433,trondheim,63.4305,10.3951,16.03,66,100,0.45,NO,1686597768
434,mansa,29.9833,75.3833,36.6,25,1,1.89,IN,1686597768
435,ifanadiana,-21.3,47.6333,16.24,92,12,1.46,MG,1686597769
436,san ignacio,17.1561,-89.0714,39.08,32,0,2.06,BZ,1686597769
437,pacific grove,36.6177,-121.9166,18.57,79,100,3.6,US,1686597769
438,haiku-pauwela,20.9219,-156.3051,27.01,54,20,5.14,US,1686597769
439,kunming,25.0389,102.7183,14.96,88,75,4.0,CN,1686597770
440,monte alegre,-2.0078,-54.0692,30.4,62,88,2.81,BR,1686597770
441,charlotte amalie,18.3419,-64.9307,31.85,58,40,7.2,VI,1686597770
442,maibong,25.3,93.1667,22.41,98,91,1.44,IN,1686597770
443,yeppoon,-23.1333,150.7333,14.88,91,9,2.31,AU,1686597771
444,villanueva,15.3167,-88.0,37.55,41,20,3.09,HN,1686597771
445,cabo san lucas,22.8909,-109.9124,35.34,21,0,2.06,MX,1686597771
446,saint-paul-les-dax,43.7272,-1.0516,22.73,90,78,1.34,FR,1686597771
447,daye,30.0833,114.95,23.29,86,100,0.5,CN,1686597771
448,betioky,-23.7167,44.3833,16.62,94,0,1.17,MG,1686597772
449,glace bay,46.1969,-59.957,25.43,56,75,5.14,CA,1686597689
450,kalmunai,7.4167,81.8167,27.25,79,100,2.41,LK,1686597772
451,hilo,19.7297,-155.09,27.93,73,40,4.02,US,1686597302
452,napier,-39.4833,176.9167,7.38,86,1,1.34,NZ,1686597773
453,kapa'a,22.0752,-159.319,26.99,86,100,5.14,US,1686597773
454,ilula,-7.6766,36.0366,18.3,96,31,2.2,TZ,1686597773
455,la'ie,21.6477,-157.9253,28.98,73,94,2.24,US,1686597773
456,mbandaka,0.0487,18.2603,23.15,89,100,0.74,CD,1686597773
457,ratnagiri,16.9833,73.3,28.46,81,90,6.83,IN,1686597774
458,mahur,25.1667,93.1167,20.26,98,79,0.79,IN,1686597774
459,alness,57.696,-4.2551,17.7,94,100,1.22,GB,1686597774
460,mukalla,14.5425,49.1242,33.49,64,91,1.91,YE,1686597774
461,milford haven,51.7128,-5.0341,20.81,83,71,3.32,GB,1686597689
462,akrehamn,59.2667,5.1833,16.14,48,0,2.06,NO,1686597775
463,buseresere,-3.0236,31.8747,19.91,59,98,0.97,TZ,1686597775
464,gombong,-7.6072,109.5142,24.33,94,99,1.87,ID,1686597775
465,merizo village,13.2658,144.6691,28.31,95,98,6.54,GU,1686597776
466,alesund,62.4723,6.1549,16.51,77,75,2.57,NO,1686597776
467,olinda,-8.0089,-34.8553,27.85,74,40,5.66,BR,1686597776
468,cill airne,52.05,-9.5167,19.08,76,89,2.52,IE,1686597777
469,puerto baquerizo moreno,-0.9,-89.6,27.55,83,75,6.17,EC,1686597777
470,pedernales,18.0384,-71.744,33.55,45,18,9.38,DO,1686597777
471,zouerate,22.7187,-12.4521,34.14,15,0,5.87,MR,1686597777
472,felipe carrillo puerto,19.5833,-88.05,37.74,38,22,3.71,MX,1686597778
473,nchelenge,-9.3451,28.734,21.53,55,32,1.16,ZM,1686597778
474,mili,6.0815,171.735,28.31,81,100,8.55,MH,1686597778
475,mugia,43.1041,-9.2179,17.17,91,100,2.57,ES,1686597276
476,daru,-9.0763,143.2092,25.47,87,100,6.56,PG,1686597778
477,puerto armuelles,8.2833,-82.8667,32.99,74,41,1.34,PA,1686597779
478,westport,41.1415,-73.3579,26.46,75,0,5.14,US,1686597491
479,mokhsogollokh,61.4681,128.9203,5.4,61,100,3.62,RU,1686597779
480,general roca,-39.0333,-67.5833,15.35,29,0,4.29,AR,1686597779
481,troitskoye,52.9821,84.6757,13.59,67,100,2.13,RU,1686597779
482,ola,59.5833,151.2833,8.97,97,100,3.58,RU,1686597780
483,kasama,-10.2129,31.1808,16.94,51,38,1.22,ZM,1686597780
484,belmopan,17.25,-88.7667,39.21,34,82,2.89,BZ,1686597780
485,beloyarskiy,63.7119,66.6722,3.14,69,5,2.0,RU,1686597780
486,laguna,38.421,-121.4238,22.83,59,20,5.14,US,1686597780
487,santo antonio do ica,-3.1022,-67.9397,32.65,53,32,1.45,BR,1686597292
488,calama,-22.4667,-68.9333,17.27,9,0,9.77,CL,1686597758
489,sandnessjoen,66.0217,12.6316,12.29,94,75,5.66,NO,1686597781
490,undurkhaan,47.3194,110.6556,17.77,42,100,1.7,MN,1686597781
491,laojunmiao,39.8333,97.7333,19.27,24,0,4.17,CN,1686597325
492,tabou,4.423,-7.3528,25.78,78,100,4.46,CI,1686597782
493,margate,51.3813,1.3862,19.27,71,62,2.68,GB,1686597742
494,callao,-12.0667,-77.15,23.16,64,20,8.75,PE,1686597710
495,baiao,-2.7906,-49.6717,28.0,81,48,1.27,BR,1686597783
496,suntar,62.1444,117.6319,2.95,74,0,0.95,RU,1686597783
497,aracuai,-16.8497,-42.0703,31.94,25,24,1.18,BR,1686597783
498,shawinigan,46.5668,-72.7491,28.58,41,100,1.54,CA,1686597783
499,holualoa,19.6228,-155.9522,24.91,83,40,3.6,US,1686597784
500,tucuma,-0.1833,-50.05,27.59,84,9,3.45,BR,1686597486
501,lazaro cardenas,17.9583,-102.2,30.99,57,7,4.95,MX,1686597784
502,walvis bay,-22.9575,14.5053,14.49,85,0,7.1,NA,1686597224
503,maumere,-8.6199,122.2111,24.48,81,93,3.87,ID,1686597784
504,siocon,7.7061,122.1353,26.0,85,9,1.81,PH,1686597785
505,ojinaga,29.5667,-104.4167,38.65,19,0,7.2,MX,1686597785
506,dunda,-8.1167,34.25,20.47,62,100,1.56,TZ,1686597785
507,tralee,52.2704,-9.7026,17.53,77,65,2.6,IE,1686597786
508,perdoes,-21.0908,-45.0914,24.75,45,47,2.32,BR,1686597786
509,bealanana,-14.55,48.7333,14.85,94,3,0.68,MG,1686597786
510,phanom thuan,14.1303,99.6986,26.75,75,100,2.45,TH,1686597786
511,namdrik,5.5994,168.1028,28.63,79,100,8.81,MH,1686597787
512,amursk,50.2261,136.8994,9.41,87,0,2.77,RU,1686597266
513,dingli,35.8614,14.3822,21.56,78,0,6.17,MT,1686597787
514,tonota,-21.4833,27.4833,18.77,29,2,3.65,BW,1686597787
515,bamboo flat,11.7,92.7167,27.05,89,75,4.63,IN,1686597788
516,medenine,33.355,10.5055,27.83,41,0,6.05,TN,1686597788
517,simpang,-1.2667,104.0833,24.52,94,19,1.4,ID,1686597788
518,tocopilla,-22.092,-70.1979,18.38,71,15,5.37,CL,1686597113
519,ahar,38.4774,47.0699,20.13,66,9,1.76,IR,1686597789
520,cockburn town,21.4612,-71.1419,28.11,83,86,7.53,TC,1686597702
521,salaga,8.5508,-0.5188,26.38,71,86,2.47,GH,1686597789
522,jorpeland,59.0225,6.0408,18.9,63,25,2.76,NO,1686597789
523,grevena,40.0845,21.4274,16.56,95,100,1.44,GR,1686597789
524,batesville,35.7698,-91.641,24.8,54,0,3.6,US,1686597539
525,ormara,25.2088,64.6357,30.53,68,100,2.47,PK,1686597790
526,mongoumba,3.6415,18.5936,22.25,98,100,1.4,CF,1686597790
527,lincoln city,44.9582,-124.0179,26.14,78,18,4.47,US,1686597790
528,las tablas,7.7667,-80.2833,31.16,64,26,3.22,PA,1686597791
529,amurzet,47.6967,131.0981,13.04,93,24,0.86,RU,1686597791
530,carnarvon,-24.8667,113.6333,15.55,45,0,7.36,AU,1686597791
531,baiyin,36.5583,104.2081,19.15,27,6,1.42,CN,1686597791
532,lieksa,63.3167,30.0167,14.33,57,100,3.91,FI,1686597792
533,mwinilunga,-11.7358,24.4293,21.01,39,100,1.1,ZM,1686597792
534,sungai penuh,-2.0833,101.3833,18.07,96,36,1.28,ID,1686597792
535,enid,36.3956,-97.8784,22.82,66,100,2.57,US,1686597792
536,muynoq,43.7683,59.0214,24.03,45,0,5.0,UZ,1686597792
537,paysandu,-32.3214,-58.0756,12.71,32,0,5.37,UY,1686597712
538,quellon,-43.1167,-73.6167,9.14,66,0,2.57,CL,1686597793
539,santa ana de yacuma,-13.75,-65.4333,13.97,100,100,6.17,BO,1686597793
540,verkhnevilyuysk,63.4453,120.3167,2.86,73,0,1.74,RU,1686597793
541,klaksvik,62.2266,-6.589,10.51,71,0,2.27,FO,1686597793
542,madera,37.1666,-119.8343,25.69,49,66,1.95,US,1686597794
543,bandar lampung,-5.4254,105.258,23.69,94,100,0.75,ID,1686597794
544,puerto aysen,-45.4,-72.7,8.02,66,40,3.09,CL,1686597794
545,orta,40.6242,33.1093,12.19,92,10,2.3,TR,1686597794
546,malinyi,-8.9333,36.1333,20.96,79,30,1.21,TZ,1686597795
547,kiunga,-6.1219,141.2906,22.97,100,100,0.35,PG,1686597208
548,bac lieu,9.285,105.7244,27.81,83,100,3.27,VN,1686597795
549,strezhevoy,60.7333,77.5889,6.59,71,100,5.26,RU,1686597795
550,wenzhou,27.9994,120.6668,23.64,91,95,0.71,CN,1686597796
551,kavaratti,10.5669,72.642,29.47,76,98,9.26,IN,1686597233
552,gulf shores,30.246,-87.7008,34.1,63,40,6.26,US,1686597549
553,ivins,37.1686,-113.6794,25.12,29,98,1.79,US,1686597796
554,kingaroy,-26.5333,151.8333,9.74,96,0,0.83,AU,1686597797
555,usogorsk,63.4106,48.6872,12.92,84,95,2.91,RU,1686597797
556,egilsstadir,65.2653,-14.3948,12.95,54,0,9.26,IS,1686597797
557,antsohihy,-14.8796,47.9875,21.12,84,0,0.72,MG,1686597797
558,mil'kovo,55.6078,37.7956,15.08,61,5,4.31,RU,1686597285
559,pavlodar,52.3,76.95,15.89,55,0,3.0,KZ,1686597798
560,salym,60.0625,71.4789,4.73,89,10,1.21,RU,1686597798
561,zhelezinka,53.54,75.3072,13.09,52,62,3.35,KZ,1686597798
562,mpika,-11.8343,31.4529,15.21,66,89,1.19,ZM,1686597799
563,mahibadhoo,3.7833,72.9667,28.68,78,28,7.14,MV,1686597682
564,aswan,24.0934,32.907,34.97,18,0,2.89,EG,1686597800
565,juan griego,11.0817,-63.9655,28.95,71,100,6.47,VE,1686597800
566,tondano,1.3038,124.9112,20.05,95,100,0.81,ID,1686597800
567,eagle point,42.4726,-122.8028,28.83,40,0,1.54,US,1686597800
568,yazman,29.1212,71.7446,38.73,24,0,8.53,PK,1686597801
569,black river,18.0264,-77.8487,31.73,56,9,8.33,JM,1686597801
570,fisterra,42.9049,-9.2629,17.41,89,100,2.06,ES,1686597801
571,kidal,18.4411,1.4078,31.97,37,37,6.93,ML,1686597301
572,zelino,41.9803,21.0642,15.61,88,100,1.26,MK,1686597802
573,kolonia town,6.964,158.206,28.0,78,100,2.06,FM,1686597802
574,diu,20.7141,70.9822,28.03,87,100,11.59,IN,1686597802
575,porto franco,-6.3383,-47.3992,33.53,38,15,2.67,BR,1686597802
576,paita,-5.0892,-81.1144,26.11,69,0,7.72,PE,1686597803
577,goya,-29.14,-59.2626,14.3,23,0,4.1,AR,1686597803
578,goianesia,-15.3175,-49.1175,29.44,34,82,0.81,BR,1686597803
